"","TOC","BD_fine","depth"
"3514",0.349,1.48,50
"3515",1.339,1.33,30
"3516",2.212,1.27,20
"3517",1.986,1.36,30
"3518",0.377,1.51,50
"3519",1.522,1.27,50
"3520",0.405,1.45,100
"3521",4.976,0.96,10
"3522",0.189,1.51,100
"3523",4.931,0.93,22
"3524",0.682,1.59,50
"3525",0.462,1.54,70
"3526",0.036,1.39,100
"3527",2.175,1.45,10
"3528",2.636,1.52,30
"3529",0.079,1.73,70
"3530",0.4,1.38,70
"3531",0.327,1.55,59
"3532",0.079,1.61,100
"3533",0.036,1.38,100
"3534",0.112,1.56,50
"3535",7.57,0.7,60
"3536",0.172,1.58,100
"3537",3.719,1.09,30
"3538",1.443,1.57,42
"3539",1.579,1.43,10
"3540",0.378,1.66,50
"3541",0.104,1.6,100
"3542",1.145,1.7,50
"3543",0.206,1.7,50
"3544",1.403,1.28,30
"3545",0.563,1.46,70
"3546",0.645,1.33,70
"3547",0.029,1.66,100
"3548",3.366,1.09,30
"3549",1.106,1.46,40
"3550",0.981,1.66,50
"3551",1.174,1.46,30
"3552",1.53,1.17,10
"3553",0.255,1.56,70
"3554",0.143,1.54,90
"3555",0.58,1.28,60
"3556",1.537,1.48,30
"3557",0.17,1.45,70
"3558",1.635,1.33,10
"3559",0.855,1.28,100
"3560",0.314,1.67,100
"3561",1.131,1.31,10
"3562",0.181,1.68,70
"3563",0.438,1.6,70
"3564",0.388,1.45,30
"3565",3.225,1.03,10
"3566",0.219,1.73,100
"3567",0.357,1.46,70
"3568",0.564,1.24,50
"3569",5.801,0.73,10
"3570",0.821,1.66,30
"3571",0.615,1.33,100
"3572",2.024,1.35,10
"3573",0.284,1.58,100
"3574",0.212,1.53,100
"3575",1.116,1.23,40
"3576",1.103,1.47,70
"3577",0.049,1.81,100
"3578",1.252,1.55,30
"3579",2.13,1.15,30
"3580",0.228,1.54,50
"3581",1.734,1.47,20
"3582",0.128,1.69,100
"3583",2.969,1.31,30
"3584",3.645,1.1,10
"3585",1.594,1.42,30
"3586",1.324,1.2,10
"3587",0.49,1.43,85
"3588",0.249,1.56,50
"3589",0.181,1.47,100
"3590",1.983,1.17,10
"3591",3.223,1.23,10
"3592",0.367,1.62,70
"3593",1.342,1.36,22
"3594",0.585,1.45,50
"3595",0.821,1.51,30
"3596",1.24,1.31,50
"3597",0.125,1.64,100
"3598",0.432,1.41,50
"3599",1.561,1.15,10
"3600",0.069,1.72,100
"3601",0.807,1.63,50
"3602",0.121,1.57,100
"3603",1.132,1.35,39
"3604",4.179,1.07,10
"3605",0.054,1.63,100
"3606",2.796,1.43,10
"3607",0.41,1.44,50
"3608",3.496,1.25,30
"3609",0.156,1.59,50
"3610",0.513,1.51,40
"3611",0.044,1.69,100
"3612",2.783,1.2,10
"3613",2.92,1.24,10
"3614",0.048,1.6,70
"3615",0.055,1.75,100
"3616",0.109,1.66,30
"3617",2.535,1.3,30
"3618",0.874,1.46,50
"3619",1.525,0.86,10
"3620",4.614,1.18,10
"3621",2.013,1.31,10
"3622",1.213,1.39,10
"3623",1.915,1.22,10
"3624",1.289,1.45,50
"3625",1.245,1.31,30
"3626",0.33,1.41,50
"3627",0.061,1.59,85
"3628",1.253,1.13,10
"3629",4.798,1.04,30
"3630",0.72,1.62,100
"3631",1.414,1.26,10
"3632",1.721,1.41,30
"3633",0.682,1.45,50
"3634",1.322,1.33,10
"3635",0.403,1.44,50
"3636",0.21,1.53,50
"3637",0.319,1.47,70
"3638",0.362,1.49,50
"3639",1.005,1.55,50
"3640",0.125,1.58,70
"3641",1.472,1.55,30
"3642",0.759,1.61,50
"3643",1.127,1.36,30
"3644",2.204,1.07,10
"3645",0.358,1.57,70
"3646",0.204,1.65,70
"3647",0.342,1.61,50
"3648",0.866,1.4,10
"3649",0.401,1.65,40
"3650",0.14,1.63,100
"3651",1.487,1.31,30
"3652",8.118,0.74,10
"3653",1.203,1.35,10
"3654",0.065,1.7,70
"3655",0.279,1.66,50
"3656",0.257,1.53,70
"3657",1.004,1.41,30
"3658",1.018,1.46,30
"3659",1.535,1.4,10
"3660",2.234,1.19,30
"3661",2.156,1.24,70
"3662",0.399,1.61,40
"3663",3.107,1.09,10
"3664",0.028,1.53,100
"3665",0.329,1.57,50
"3666",0.153,1.63,100
"3667",0.435,1.62,100
"3668",1.074,1.25,95
"3669",1.103,1.45,30
"3670",0.535,1.63,50
"3671",1.804,1.29,50
"3672",1.412,1.48,30
"3673",2.154,1.28,10
"3674",0.747,1.47,50
"3675",1.485,1.16,10
"3676",0.146,1.58,70
"3677",3.201,1.1,30
"3678",1.44,1.35,50
"3679",0.833,1.32,70
"3680",4.629,1.03,10
"3681",0.224,1.55,70
"3682",6.384,0.71,10
"3683",2.574,1.28,20
"3684",1.642,1.4,30
"3685",0.946,1.57,40
"3686",1.132,1.47,70
"3687",0.193,1.77,70
"3688",2.454,1.32,30
"3689",2.975,1.39,40
"3690",2.368,1.3,30
"3691",0.686,1.59,50
"3692",2.041,1.44,30
"3693",0.369,1.56,50
"3694",0.079,1.65,70
"3695",0.081,1.64,90
"3696",0.194,1.43,70
"3697",3.506,1.28,10
"3698",0.922,1.55,50
"3699",3.253,1.21,30
"3700",2.409,1.44,10
"3701",0.263,1.57,70
"3702",0.142,1.64,100
"3703",0.747,1.53,58
"3704",0.593,1.57,50
"3705",3.066,1.35,30
"3706",0.099,1.43,70
"3707",2.052,1.26,10
"3708",1.578,1.42,10
"3709",0.509,1.45,60
"3710",0.105,1.65,70
"3711",1.82,1.24,10
"3712",0.966,1.59,30
"3713",2.104,1.27,30
"3714",0.495,1.47,70
"3715",0.463,1.59,50
"3716",0.312,1.48,70
"3717",1.713,1.44,30
"3718",1.327,1.48,10
"3719",1.793,1.45,10
"3720",1.699,1.47,30
"3721",2.259,0.99,10
"3722",0.313,1.47,80
"3723",1.344,1.01,10
"3724",1.776,1.4,50
"3725",1.399,1.48,30
"3726",1.226,1.47,40
"3727",0.21,1.48,100
"3728",0.805,1.61,38
"3729",0.486,1.64,50
"3730",2.806,1.4,10
"3731",1.916,1.22,10
"3732",1.614,1.31,10
"3733",1.199,1.48,30
"3734",2.308,1.26,20
"3735",0.397,1.53,100
"3736",0.398,1.5,70
"3737",1.334,1.43,10
"3738",7.41,0.69,10
"3739",1.675,1.32,30
"3740",0.258,1.47,80
"3741",1.347,1.55,30
"3742",0.413,1.34,70
"3743",0.592,1.4,100
"3744",0.074,1.66,100
"3745",0.658,1.35,10
"3746",1.504,1.23,10
"3747",1.169,1.26,20
"3748",0.809,1.33,50
"3749",0.304,1.57,70
"3750",0.215,1.58,70
"3751",1.334,1.31,70
"3752",0.201,1.54,100
"3753",3.677,1.24,70
"3754",0.207,1.57,100
"3755",1.204,1.39,15
"3756",4.279,0.96,10
"3757",2.232,1.14,30
"3758",0.92,1.36,50
"3759",4.391,1.02,10
"3760",0.918,1.5,50
"3761",1,1.56,30
"3762",0.163,1.63,50
"3763",0.297,1.7,50
"3764",1.211,1.5,50
"3765",0.571,1.21,70
"3766",0.143,1.58,70
"3767",0.228,1.51,100
"3768",3.136,1.14,30
"3769",1.008,1.67,10
"3770",0.232,1.77,70
"3771",1.306,1.48,30
"3772",0.015,1.74,100
"3773",0.504,1.64,70
"3774",0.012,1.65,90
"3775",0.358,1.66,50
"3776",1.315,1.59,30
"3777",1.825,1.42,10
"3778",1.358,1.41,30
"3779",0.113,1.5,100
"3780",1.209,1.36,10
"3781",1.073,1.52,30
"3782",1.058,1.46,36
"3783",0.21,1.57,50
"3784",1.256,1.51,30
"3785",0.415,1.63,50
"3786",1.47,1.5,10
"3787",1.339,1.35,10
"3788",3.062,1.29,10
"3789",0.249,1.44,100
"3790",0.264,1.61,50
"3791",1.281,1.42,30
"3792",0.956,1.51,10
"3793",0.264,1.61,50
"3794",0.229,1.58,70
"3795",0.879,1.53,35
"3796",1.042,1.24,10
"3797",0.092,1.62,100
"3798",1.048,1.5,30
"3799",0.525,1.5,50
"3800",0.906,1.48,30
"3801",0.227,1.53,100
"3802",0.274,1.49,50
"3803",2.42,1.29,10
"3804",0.952,1.52,75
"3805",0.12,1.4,100
"3806",0.706,1.19,70
"3807",0.312,1.64,100
"3808",4.997,0.72,57
"3809",3.822,1.2,20
"3810",1.402,1.27,10
"3811",2.778,1.27,30
"3812",0.393,1.43,50
"3813",0.499,1.44,70
"3814",0.988,1.35,30
"3815",0.159,1.51,70
"3816",2.889,1.16,30
"3817",0.742,1.5,70
"3818",0.178,1.55,100
"3819",1.008,1.48,30
"3820",0.92,1.49,70
"3821",0.105,1.58,70
"3822",1.478,1.45,30
"3823",5.447,1.11,20
"3824",1.475,1.58,30
"3825",3.622,1.18,30
"3826",0.235,1.45,70
"3827",0.398,1.61,62
"3828",2.272,1.42,30
"3829",1.572,1.33,10
"3830",0.851,1.12,10
"3831",0.237,1.55,50
"3832",0.203,1.46,100
"3833",0.057,1.43,70
"3834",0.139,1.61,100
"3835",2.364,1.36,30
"3836",5.262,1.04,10
"3837",7.182,0.94,22
"3838",2.857,1.27,30
"3839",1.985,1.29,30
"3840",0.858,1.59,60
"3841",2.355,1.37,10
"3842",4.237,1.13,10
"3843",0.082,1.62,100
"3844",1.114,1.49,30
"3845",2.045,1.36,30
"3846",2.351,1.35,50
"3847",4.98,0.94,10
"3848",1.402,1.4,50
"3849",0.659,1.54,57
"3850",1.207,1.39,40
"3851",0.574,1.55,50
"3852",1.644,1.24,10
"3853",1.195,1.5,30
"3854",1.165,1.45,30
"3855",1.313,1.56,50
"3856",0.422,1.51,50
"3857",0.196,1.58,70
"3858",0.267,1.57,100
"3859",0.412,1.46,50
"3860",0.35,1.45,70
"3861",0.551,1.47,70
"3862",0.246,1.46,70
"3863",2.121,1.4,30
"3864",1.126,1.77,30
"3865",0.653,1.64,70
"3866",0.24,1.53,70
"3867",2.874,1.13,10
"3868",0.292,1.53,30
"3869",1.185,1.47,100
"3870",0.296,1.47,100
"3871",1.183,1.47,30
"3872",0.237,1.59,50
"3873",0.904,1.34,10
"3874",1.145,1.48,70
"3875",0.417,1.52,50
"3876",1.599,1.21,10
"3877",1.386,1.39,30
"3878",2.534,1.15,10
"3879",0.356,1.45,70
"3880",1.278,1.41,40
"3881",0.882,1.4,50
"3882",1.281,1.54,30
"3883",1.295,1.54,10
"3884",0.487,1.48,50
"3885",1.176,1.57,30
"3886",0.17,1.49,100
"3887",0.219,1.59,70
"3888",0.524,1.46,70
"3889",0.129,1.55,100
"3890",0.566,1.58,50
"3891",5.138,0.98,10
"3892",0.311,1.65,50
"3893",4.399,1.04,10
"3894",0.258,1.5,90
"3895",0.456,1.56,50
"3896",0.681,1.48,50
"3897",1.104,1.06,10
"3898",0.954,1.55,30
"3899",0.833,1.52,30
"3900",0.681,1.49,50
"3901",1.713,1.55,30
"3902",0.12,1.56,70
"3903",0.188,1.76,50
"3904",0.374,1.54,50
"3905",0.163,1.6,100
"3906",0.057,1.6,100
"3907",6.491,0.87,20
"3908",1.178,1.55,30
"3909",0.525,1.7,50
"3910",0.263,1.64,100
"3911",0.984,1.53,30
"3912",3.165,1.39,30
"3913",0.266,1.48,60
"3914",0.249,1.54,70
"3915",1.079,1.44,30
"3916",1.115,0.9,10
"3917",1.185,1.49,30
"3918",0.365,1.51,100
"3919",0.409,1.66,50
"3920",1.87,1.27,10
"3921",0.096,1.59,100
"3922",1.089,1.66,50
"3923",1.615,1.51,30
"3924",0.856,1.57,30
"3925",0.363,1.47,70
"3926",0.198,1.6,70
"3927",1.508,1.27,10
"3928",1.558,1.48,30
"3929",0.27,1.45,100
"3930",0.366,1.51,50
"3931",0.433,1.6,50
"3932",1.056,1.12,30
"3933",1.389,1.35,10
"3934",0.655,1.73,50
"3935",0.605,1.44,60
"3936",0.814,1.33,70
"3937",1.403,1.4,30
"3938",0.777,1.3,50
"3939",1.147,1.44,50
"3940",0.212,1.56,50
"3941",1.263,1.34,50
"3942",1.289,1.4,70
"3943",0.228,1.58,80
"3944",1.315,1.52,30
"3945",1.089,1.21,50
"3946",0.225,1.58,100
"3947",0.76,1.52,40
"3948",0.124,1.63,100
"3949",1.098,1.27,10
"3950",5.943,1,10
"3951",1.107,1.49,10
"3952",0.312,1.55,50
"3953",1.389,1.29,30
"3954",0.077,1.56,100
"3955",0.452,1.77,50
"3956",1.413,1.2,30
"3957",1.114,1.35,30
"3958",0.408,1.59,50
"3959",0.292,1.5,50
"3960",0.159,1.7,100
"3961",5.361,0.86,10
"3962",1.085,1.3,10
"3963",0.9,1.52,30
"3964",0.189,1.47,100
"3965",2.442,1.42,10
"3966",1.951,1.43,30
"3967",1.781,1.45,30
"3968",0.206,1.64,100
"3969",0.465,1.55,50
"3970",1.794,1.25,10
"3971",0.406,1.72,50
"3972",4.2,1.01,70
"3973",0.103,1.66,70
"3974",2.144,1.25,30
"3975",1.571,1.5,30
"3976",0.182,1.61,90
"3977",3.165,1.3,30
"3978",0.54,1.42,50
"3979",0.64,1.26,100
"3980",0.7,1.3,90
"3981",0.304,1.34,100
"3982",0.197,1.34,100
"3983",3.105,1.14,10
"3984",0.074,1.61,100
"3985",2.188,1.25,30
"3986",1.177,1.53,50
"3987",1.866,1.16,10
"3988",2.249,1.29,10
"3989",1.281,1.31,30
"3990",1.02,1.7,10
"3991",1.423,1.44,30
"3992",0.201,1.52,100
"3993",1.396,1.18,70
"3994",1.568,1.55,30
"3995",0.151,1.64,70
"3996",0.914,1.42,60
"3997",0.359,1.5,70
"3998",0.349,1.48,100
"3999",1.172,1.25,10
"4000",1.102,1.26,10
"4001",2.555,1.2,10
"4002",2.188,1.29,30
"4003",0.614,1.47,50
"4004",2.025,1.28,30
"4005",1.576,1.22,30
"4006",0.96,1.56,30
"4007",0.09,1.64,100
"4008",0.258,1.55,50
"4009",0.996,1.48,50
"4010",3.042,1.19,10
"4011",0.769,1.54,50
"4012",5.347,0.92,10
"4013",0.587,1.46,100
"4014",1.769,1.1,10
"4015",0.5,1.71,70
"4016",1.411,1.32,30
"4017",0.054,1.57,100
"4018",1.65,1.04,30
"4019",6.995,0.74,10
"4020",1.096,1.26,10
"4021",3.301,1.43,30
"4022",2.138,1.28,30
"4023",1.859,1.3,10
"4024",0.37,1.54,50
"4025",3.373,1.13,10
"4026",1.074,1.39,30
"4027",4.691,1.08,10
"4028",4.388,0.99,10
"4029",0.196,1.72,70
"4030",0.144,1.72,90
"4031",0.232,1.6,100
"4032",1.625,1.35,30
"4033",0.212,1.61,70
"4034",0.075,1.7,100
"4035",6.294,1.09,10
"4036",1.954,1.47,50
"4037",0.711,1.59,70
"4038",4.694,1.26,30
"4039",0.407,1.35,70
"4040",0.58,1.46,50
"4041",0.667,1.52,50
"4042",0.443,1.53,100
"4043",1.446,1.36,70
"4044",1.342,1.56,40
"4045",0.673,1.39,70
"4046",0.452,1.52,50
"4047",1.425,1.48,30
"4048",0.307,1.46,60
"4049",0.194,1.53,70
"4050",0.131,1.56,100
"4051",1.613,1.34,10
"4052",1.1,1.5,70
"4053",0.452,1.51,50
"4054",1.317,1.15,10
"4055",1.015,1.61,50
"4056",1.867,1,10
"4057",1.376,1.4,30
"4058",1.18,1.39,30
"4059",0.597,1.47,50
"4060",2.462,1.32,30
"4061",1.378,1.55,30
"4062",1.351,1.24,10
"4063",1.922,1.2,10
"4064",1.138,1.58,30
"4065",2.252,1.24,10
"4066",2.119,1.23,30
"4067",0.36,1.67,50
"4068",1.099,1.49,30
"4069",1.251,1.39,30
"4070",0.188,1.8,70
"4071",1.141,1.47,30
"4072",2.153,1.41,30
"4073",1.211,1.2,10
"4074",1.333,1.36,30
"4075",0.233,1.64,100
"4076",0.172,1.65,50
"4077",1.164,1.56,30
"4078",1.533,1.37,70
"4079",1.199,1.28,10
"4080",0.873,1.5,10
"4081",0.246,1.54,100
"4082",1.126,1.31,50
"4083",2.113,1.39,30
"4084",0.416,1.44,50
"4085",0.134,1.58,100
"4086",0.186,1.66,70
"4087",0.168,1.58,100
"4088",0.141,1.53,100
"4089",2.546,1.27,70
"4090",2.634,1.09,10
"4091",1.61,1.43,30
"4092",1.394,1.42,50
"4093",1.34,1.45,30
"4094",0.976,1.2,30
"4095",1.168,1.35,10
"4096",4.043,1.26,30
"4097",0.514,1.45,50
"4098",0.043,1.63,50
"4099",0.81,1.64,50
"4100",0.08,1.81,70
"4101",0.181,1.6,70
"4102",0.262,1.67,50
"4103",1.573,1.36,10
"4104",3.176,1.16,10
"4105",0.106,1.49,70
"4106",1.718,1.31,10
"4107",2.905,1.3,30
"4108",1.086,1.59,50
"4109",0.267,1.75,70
"4110",0.44,1.7,50
"4111",1.078,1.4,10
"4112",0.095,1.67,50
"4113",0.245,1.61,70
"4114",1.686,1.38,30
"4115",1.79,1.39,30
"4116",0.171,1.54,100
"4117",1.471,1.46,30
"4118",1.147,1.42,50
"4119",1.708,1.52,20
"4120",0.764,1.44,100
"4121",1.691,1.05,10
"4122",1.161,1.34,30
"4123",6.386,0.92,10
"4124",1.651,1.24,10
"4125",1.402,1.6,20
"4126",5.732,0.97,10
"4127",0.489,1.53,50
"4128",0.705,1.55,70
"4129",1.016,1.4,30
"4130",0.463,1.42,70
"4131",0.289,1.62,50
"4132",1.816,1.3,20
"4133",1.486,1.27,100
"4134",0.709,1.55,30
"4135",0.649,1.63,42
"4136",0.748,1.34,10
"4137",0.175,1.58,70
"4138",1.099,1.52,30
"4139",0.303,1.47,100
"4140",1.004,1.49,50
"4141",0.688,1.35,50
"4142",0.42,1.5,50
"4143",1.691,1.35,30
"4144",0.662,1.49,50
"4145",0.6,1.5,50
"4146",2.163,1.12,10
"4147",0.202,1.6,70
"4148",7.483,0.87,10
"4149",0.914,1.52,30
"4150",0.241,1.52,50
"4151",1.427,1.45,40
"4152",2.469,1.47,10
"4153",0.114,1.47,70
"4154",3.822,1.28,30
"4155",2.739,1.16,10
"4156",0.032,1.61,70
"4157",7.672,0.91,30
"4158",0.787,1.6,30
"4159",2.392,1.18,10
"4160",0.115,1.61,40
"4161",0.875,0.93,80
"4162",1.504,1.4,50
"4163",0.312,1.5,70
"4164",3.3,0.98,10
"4165",0.081,1.68,100
"4166",0.129,1.62,90
"4167",2.14,1.35,15
"4168",1.973,1.34,60
"4169",1.399,1.56,30
"4170",0.416,1.6,63
"4171",1.195,1.36,10
"4172",0.226,1.55,70
"4173",0.097,1.62,100
"4174",0.239,1.54,50
"4175",1.293,1.51,30
"4176",1.071,1.48,30
"4177",1.764,1.4,30
"4178",0.334,1.41,70
"4179",2.572,0.92,10
"4180",0.969,1.36,20
"4181",0.137,1.54,50
"4182",1.182,1.27,10
"4183",0.205,1.4,100
"4184",3.166,1.15,10
"4185",2.85,1.1,10
"4186",0.193,1.36,50
"4187",0.409,1.51,50
"4188",1.114,1.2,10
"4189",1.238,1.42,30
"4190",0.351,1.6,50
"4191",0.368,1.53,50
"4192",1.026,1.37,30
"4193",0.692,1.54,70
"4194",0.076,1.54,50
"4195",0.049,1.6,70
"4196",3.588,1.21,30
"4197",1.547,1.39,30
"4198",1.337,1.48,30
"4199",0.237,1.42,70
"4200",1.269,1.6,10
"4201",0.104,1.59,100
"4202",0.994,1.4,30
"4203",2.718,1.15,18
"4204",1.468,1.4,10
"4205",0.207,1.53,70
"4206",1.013,1.45,30
"4207",3.643,0.94,10
"4208",0.871,1.54,36
"4209",0.345,1.54,70
"4210",0.089,1.81,100
"4211",0.112,1.75,70
"4212",2.4,1.09,10
"4213",0.2,1.57,70
"4214",1.425,1.52,30
"4215",0.047,1.41,100
"4216",2.79,1.42,10
"4217",0.102,1.59,100
"4218",3.104,0.96,10
"4219",2.964,1.19,10
"4220",3.411,0.55,100
"4221",2.37,1.3,10
"4222",0.756,1.46,50
"4223",1.634,1.33,10
"4224",1.906,1.49,30
"4225",0.143,1.64,83
"4226",1.519,1.2,10
"4227",1.26,1.47,30
"4228",1.25,1.31,10
"4229",1.726,1.3,30
"4230",0.083,1.7,100
"4231",2.035,1.5,10
"4232",0.782,1.31,50
"4233",0.785,1.64,70
"4234",0.239,1.73,80
"4235",0.742,1.46,50
"4236",0.171,1.49,100
"4237",2.049,1.34,10
"4238",1.608,1.43,30
"4239",2.646,1.16,10
"4240",0.455,1.51,85
"4241",1.052,1.58,30
"4242",0.078,1.76,70
"4243",0.728,1.57,50
"4244",0.377,1.59,70
"4245",3.002,1.26,10
"4246",0.169,1.39,100
"4247",0.295,1.5,100
"4248",1.67,1.36,10
"4249",1.288,1.13,10
"4250",1.983,1.09,10
"4251",1.873,1.29,30
"4252",0.14,1.59,100
"4253",6.031,0.99,10
"4254",3.346,1.05,10
"4255",1.074,1.6,70
"4256",0.257,1.54,70
"4257",3.678,0.92,10
"4258",1.468,1.43,50
"4259",0.187,1.57,50
"4260",0.072,1.68,70
"4261",0.59,1.82,100
"4262",3.618,1.42,50
"4263",5.811,0.95,10
"4264",0.046,1.56,100
"4265",3.012,1.41,10
"4266",0.779,1.57,30
"4267",0.456,1.51,70
"4268",2.78,1.41,50
"4269",1.012,1.53,30
"4270",1.226,1.55,20
"4271",0.542,1.48,50
"4272",1.57,1.5,10
"4273",1.638,1.19,10
"4274",0.452,1.68,50
"4275",0.471,1.52,50
"4276",3.97,1.21,5
"4277",0.336,1.67,50
"4278",1.169,1.32,10
"4279",1.332,1.31,30
"4280",1.112,1.47,37
"4281",0.307,1.62,50
"4282",0.114,1.64,70
"4283",1.206,1.36,10
"4284",1.172,1.58,30
"4285",0.314,1.64,55
"4286",1.144,1.5,30
"4287",0.339,1.38,70
"4288",1.077,1.46,50
"4289",2.073,1.1,10
"4290",1.41,1.18,30
"4291",0.431,1.53,50
"4292",3.964,1.13,10
"4293",4.597,1.13,30
"4294",0.293,1.64,50
"4295",0.184,1.48,100
"4296",0.99,1.67,50
"4297",0.259,1.45,100
"4298",2.005,1.32,30
"4299",1.701,1.47,30
"4300",0.779,1.31,70
"4301",2.532,1.44,30
"4302",6.023,1.1,10
"4303",0.051,1.57,80
"4304",0.702,1.64,100
"4305",2.031,1.39,30
"4306",2.806,1.36,50
"4307",2.617,1.09,10
"4308",0.155,1.87,100
"4309",0.068,1.37,70
"4310",1.748,1.22,30
"4311",5.723,0.86,30
"4312",0.076,1.59,50
"4313",1.087,1.38,10
"4314",1.481,1.36,58
"4315",0.563,1.44,50
"4316",0.383,1.45,40
"4317",1.115,1.45,30
"4318",0.201,1.54,100
"4319",0.198,1.55,100
"4320",3.297,0.82,50
"4321",0.296,1.47,70
"4322",1.15,1.53,30
"4323",0.55,1.45,100
"4324",1.665,1.5,30
"4325",0.251,1.55,60
"4326",0.994,1.32,10
"4327",0.147,1.5,100
"4328",0.391,1.59,50
"4329",1.294,1.26,10
"4330",0.612,1.42,50
"4331",0.933,1.42,40
"4332",2.542,1.48,30
"4333",1.307,1.58,10
"4334",0.195,1.62,70
"4335",0.175,1.62,100
"4336",2.877,1.04,10
"4337",1.236,1.56,50
"4338",0.239,1.53,100
"4339",1.08,1.36,30
"4340",1.456,1.05,10
"4341",0.278,1.73,70
"4342",5.79,0.82,10
"4343",1.718,1.3,30
"4344",2.303,1.2,10
"4345",1.159,1.5,30
"4346",0.825,1.48,60
"4347",0.339,1.41,50
"4348",0.356,1.53,50
"4349",1.973,1.25,10
"4350",1.877,1.4,30
"4351",0.312,1.71,100
"4352",3.522,1.16,10
"4353",0.592,1.61,36
"4354",0.435,1.48,50
"4355",0.472,1.79,50
"4356",1.232,1.39,30
"4357",0.709,1.14,10
"4358",0.097,1.62,70
"4359",0.142,1.65,80
"4360",1.231,1.43,30
"4361",1.506,1.37,10
"4362",6.59,1.14,30
"4363",0.013,1.71,85
"4364",1.408,1.57,50
"4365",0.38,1.85,30
"4366",1.306,1.45,40
"4367",1.211,1.44,30
"4368",2.028,1.44,20
"4369",1.655,1.31,10
"4370",1.238,1.2,10
"4371",0.124,1.69,90
"4372",1.624,1.47,30
"4373",0.088,1.71,100
"4374",1.146,1.39,30
"4375",0.455,1.66,70
"4376",1.235,0.89,10
"4377",1.909,1.45,10
"4378",0.449,1.61,50
"4379",1.25,1.61,30
"4380",0.196,1.47,100
"4381",2.264,1.42,10
"4382",1.086,1.33,30
"4383",1.431,1.36,30
"4384",1.3,1.15,100
"4385",1.406,1.33,10
"4386",1.202,1.32,10
"4387",0.404,1.48,60
"4388",1.234,1.22,10
"4389",0.779,1.39,10
"4390",1.999,1.17,10
"4391",2.794,1.18,10
"4392",0.323,1.48,100
"4393",1.146,1.51,30
"4394",5.569,0.9,20
"4395",0.296,1.56,70
"4396",1.102,1.32,30
"4397",0.331,1.56,50
"4398",5.901,0.95,10
"4399",0.102,1.47,100
"4400",0.584,1.46,70
"4401",3.325,1.1,20
"4402",0.285,1.46,85
"4403",4.367,1,30
"4404",1.027,1.19,30
"4405",5.281,0.98,10
"4406",0.771,1.63,50
"4407",2.214,1.38,10
"4408",1.985,1.01,10
"4409",1.765,1.24,10
"4410",2.813,1.39,10
"4411",1.449,1.52,38
"4412",0.143,1.61,100
"4413",0.56,1.52,50
"4414",0.111,1.59,100
"4415",0.52,1.52,50
"4416",0.393,1.4,70
"4417",0.612,1.48,50
"4418",0.655,1.42,60
"4419",0.981,1.55,40
"4420",0.517,1.57,35
"4421",1.612,1.41,30
"4422",0.119,1.66,100
"4423",0.385,1.59,50
"4424",3.021,1.15,30
"4425",0.435,1.53,50
"4426",1.389,1.22,70
"4427",1.431,1.08,10
"4428",1.534,1.35,30
"4429",1.297,1.53,30
"4430",0.253,1.45,100
"4431",3.125,1.01,10
"4432",1.486,1.49,23
"4433",1.371,1.4,30
"4434",1.478,1.3,10
"4435",1.348,1.33,10
"4436",0.254,1.54,100
"4437",2.03,1.24,30
"4438",4.999,0.97,10
"4439",0.63,1.38,50
"4440",1.265,1.35,30
"4441",1.015,1.43,50
"4442",0.076,1.64,70
"4443",0.047,1.58,100
"4444",2.526,1.37,30
"4445",0.165,1.67,80
"4446",3.392,1.24,10
"4447",0.114,1.61,70
"4448",0.449,1.6,50
"4449",0.104,1.78,100
"4450",0.619,1.48,50
"4451",1.229,1.59,39
"4452",1.221,1.37,30
"4453",1.137,1.57,30
"4454",0.541,1.67,50
"4455",1.222,1.19,10
"4456",0.223,1.72,70
"4457",0.572,1.52,70
"4458",0.088,1.45,100
"4459",2.715,1.28,10
"4460",0.312,1.42,50
"4461",1.09,1.4,30
"4462",1.383,1.19,100
"4463",1.195,1.56,30
"4464",4.342,0.87,10
"4465",0.209,1.56,60
"4466",2.438,1.15,10
"4467",1.346,1.4,30
"4468",3.036,0.96,10
"4469",0.481,1.5,50
"4470",1.002,1.47,10
"4471",0.158,1.61,70
"4472",0.591,1.59,70
"4473",0.994,1.59,30
"4474",3.283,1.15,10
"4475",2.289,1.19,10
"4476",1.406,1.19,10
"4477",0.151,1.51,100
"4478",0.097,1.66,70
"4479",2.954,1.08,30
"4480",0.33,1.64,70
"4481",2.288,1.11,62
"4482",0.411,1.56,50
"4483",1.378,1.29,30
"4484",1.308,1.44,30
"4485",0.568,1.51,70
"4486",0.131,1.7,70
"4487",1.407,1.4,30
"4488",0.38,1.62,70
"4489",1.329,1.32,30
"4490",0.103,1.7,50
"4491",2.132,1.34,50
"4492",1.568,1.42,10
"4493",1.857,1.26,10
"4494",2.171,1.24,10
"4495",0.164,1.56,100
"4496",0.378,1.55,100
"4497",1.295,1.55,30
"4498",0.327,1.56,100
"4499",0.141,1.53,70
"4500",1.328,1.45,30
"4501",1.216,1.42,30
"4502",2.388,1.32,30
"4503",1.663,1.44,30
"4504",1.148,1.29,10
"4505",0.164,1.67,100
"4506",0.2,1.53,70
"4507",0.165,1.43,100
"4508",2.849,1.14,30
"4509",1.6,1.15,10
"4510",1.162,1.46,30
"4511",0.338,1.66,50
"4512",0.838,1.51,37
